"","OPR_DT","OPR_HR","OPR_INTERVAL","NOMOGRAM_ID","CONSTRAINT_CAUSE","PRC","MARKET_RUN_ID"
"1","2024-04-29",9,11,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",7.48981,"RTPD"
"2","2024-04-29",10,11,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",8.05684,"RTPD"
"3","2024-04-29",9,12,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",7.49419,"RTPD"
"4","2024-04-29",10,12,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",7.56226,"RTPD"
"5","2024-04-29",10,4,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",3.82777,"RTPD"
"6","2024-04-29",10,6,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",0.30172,"RTPD"
"7","2024-04-29",9,10,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",6.68924,"RTPD"
"8","2024-04-29",10,10,"22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1","SD1 ESCNDO-LILIAC 69",7.97486,"RTPD"
"9","2024-04-29",21,10,"24084_LITEHIPE_230_24091_MESA CAL_230_BR_1 _1","Base Case",4.13853,"RTPD"
"10","2024-04-29",17,8,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.87613,"RTPD"
"11","2024-04-29",10,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",44.72025,"RTPD"
"12","2024-04-29",11,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",44.79515,"RTPD"
"13","2024-04-29",12,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",39.40218,"RTPD"
"14","2024-04-29",13,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",49.4454,"RTPD"
"15","2024-04-29",14,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",50.23786,"RTPD"
"16","2024-04-29",15,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",20.46584,"RTPD"
"17","2024-04-29",16,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",59.67211,"RTPD"
"18","2024-04-29",17,9,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.87538,"RTPD"
"19","2024-04-29",10,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",44.01587,"RTPD"
"20","2024-04-29",11,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",44.54631,"RTPD"
"21","2024-04-29",12,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",39.77966,"RTPD"
"22","2024-04-29",13,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",43.4967,"RTPD"
"23","2024-04-29",14,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",49.52753,"RTPD"
"24","2024-04-29",15,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",15.51807,"RTPD"
"25","2024-04-29",16,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.14146,"RTPD"
"26","2024-04-29",17,10,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",61.60548,"RTPD"
"27","2024-04-29",10,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",43.9927,"RTPD"
"28","2024-04-29",11,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",48.80591,"RTPD"
"29","2024-04-29",12,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",39.77966,"RTPD"
"30","2024-04-29",13,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",42.97374,"RTPD"
"31","2024-04-29",14,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",38.27208,"RTPD"
"32","2024-04-29",15,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",27.53307,"RTPD"
"33","2024-04-29",16,11,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",60.05145,"RTPD"
"34","2024-04-29",10,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",45.00795,"RTPD"
"35","2024-04-29",11,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",46.2021,"RTPD"
"36","2024-04-29",12,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",41.2869,"RTPD"
"37","2024-04-29",13,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",42.13428,"RTPD"
"38","2024-04-29",14,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",28.51561,"RTPD"
"39","2024-04-29",15,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",42.09546,"RTPD"
"40","2024-04-29",16,12,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",57.57624,"RTPD"
"41","2024-04-29",10,1,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",58.33695,"RTPD"
"42","2024-04-29",11,1,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",57.97714,"RTPD"
"43","2024-04-29",12,1,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",48.81219,"RTPD"
"44","2024-04-29",13,1,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",49.88298,"RTPD"
"45","2024-04-29",14,1,"24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1","Base Case",49.32173,"RTPD"
